"STATISTIC","Statistic Label","TLIST(M1)","Month","C04199V04971","Time Bands","UNIT","VALUE"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","210","05:30  <  06:00","%","48"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","220","06:00  <  06:30","%","47"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","230","06:30  <  07:00","%","46"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","240","07:00  <  07:30","%","44"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","250","07:30  <  08:00","%","43"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","260","08:00  <  08:30","%","42"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","270","08:30  <  09:00","%","40"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","280","09:00  <  09:30","%","39"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","290","09:30  <  10:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","300","10:00  <  10:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","310","10:30  <  11:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","320","11:00  <  11:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","330","11:30  <  12:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","340","12:00  <  12:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","350","12:30  <  13:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","360","13:00  <  13:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","370","13:30  <  14:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","380","14:00  <  14:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","390","14:30  <  15:00","%","35"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","400","15:00  <  15:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","410","15:30  <  16:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","420","16:00  <  16:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","430","16:30  <  17:00","%","32"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","440","17:00  <  17:30","%","32"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","450","17:30  <  18:00","%","31"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","460","18:00  <  18:30","%","32"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","470","18:30  <  19:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","480","19:00  <  19:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","490","19:30  <  20:00","%","35"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","500","20:00  <  20:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","510","20:30  <  21:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","520","21:00  <  21:30","%","39"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","530","21:30  <  22:00","%","40"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","540","22:00  <  22:30","%","42"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","550","22:30  <  23:00","%","43"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","560","23:00  <  23:30","%","43"
"MEG03C01","Renewable electricity generation percentage","202101","2021 January","570","23:30  <  00:00","%","44"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","100","00:00  <  00:30","%","64"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","110","00:30  <  01:00","%","63"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","120","01:00  <  01:30","%","63"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","130","01:30  <  02:00","%","64"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","140","02:00  <  02:30","%","65"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","150","02:30  <  03:00","%","65"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","160","03:00  <  03:30","%","65"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","170","03:30  <  04:00","%","65"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","180","04:00  <  04:30","%","65"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","190","04:30  <  05:00","%","64"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","200","05:00  <  05:30","%","63"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","210","05:30  <  06:00","%","63"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","220","06:00  <  06:30","%","62"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","230","06:30  <  07:00","%","61"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","240","07:00  <  07:30","%","61"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","250","07:30  <  08:00","%","59"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","260","08:00  <  08:30","%","58"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","270","08:30  <  09:00","%","55"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","280","09:00  <  09:30","%","55"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","290","09:30  <  10:00","%","54"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","300","10:00  <  10:30","%","54"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","310","10:30  <  11:00","%","55"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","320","11:00  <  11:30","%","56"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","330","11:30  <  12:00","%","56"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","340","12:00  <  12:30","%","55"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","350","12:30  <  13:00","%","55"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","360","13:00  <  13:30","%","55"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","370","13:30  <  14:00","%","56"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","380","14:00  <  14:30","%","56"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","390","14:30  <  15:00","%","57"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","400","15:00  <  15:30","%","56"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","410","15:30  <  16:00","%","56"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","420","16:00  <  16:30","%","54"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","430","16:30  <  17:00","%","52"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","440","17:00  <  17:30","%","50"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","450","17:30  <  18:00","%","49"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","460","18:00  <  18:30","%","49"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","470","18:30  <  19:00","%","51"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","480","19:00  <  19:30","%","52"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","490","19:30  <  20:00","%","54"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","500","20:00  <  20:30","%","56"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","510","20:30  <  21:00","%","58"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","520","21:00  <  21:30","%","59"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","530","21:30  <  22:00","%","61"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","540","22:00  <  22:30","%","62"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","550","22:30  <  23:00","%","63"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","560","23:00  <  23:30","%","63"
"MEG03C01","Renewable electricity generation percentage","202102","2021 February","570","23:30  <  00:00","%","64"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","100","00:00  <  00:30","%","45"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","110","00:30  <  01:00","%","45"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","120","01:00  <  01:30","%","44"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","130","01:30  <  02:00","%","45"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","140","02:00  <  02:30","%","46"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","150","02:30  <  03:00","%","46"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","160","03:00  <  03:30","%","46"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","170","03:30  <  04:00","%","46"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","180","04:00  <  04:30","%","46"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","190","04:30  <  05:00","%","45"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","200","05:00  <  05:30","%","44"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","210","05:30  <  06:00","%","43"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","220","06:00  <  06:30","%","42"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","230","06:30  <  07:00","%","41"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","240","07:00  <  07:30","%","40"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","250","07:30  <  08:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","260","08:00  <  08:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","270","08:30  <  09:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","280","09:00  <  09:30","%","38"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","290","09:30  <  10:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","300","10:00  <  10:30","%","40"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","310","10:30  <  11:00","%","41"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","320","11:00  <  11:30","%","42"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","330","11:30  <  12:00","%","43"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","340","12:00  <  12:30","%","43"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","350","12:30  <  13:00","%","43"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","360","13:00  <  13:30","%","43"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","370","13:30  <  14:00","%","44"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","380","14:00  <  14:30","%","45"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","390","14:30  <  15:00","%","45"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","400","15:00  <  15:30","%","45"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","410","15:30  <  16:00","%","44"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","420","16:00  <  16:30","%","43"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","430","16:30  <  17:00","%","42"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","440","17:00  <  17:30","%","40"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","450","17:30  <  18:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","460","18:00  <  18:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","470","18:30  <  19:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","480","19:00  <  19:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","490","19:30  <  20:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","500","20:00  <  20:30","%","39"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","510","20:30  <  21:00","%","41"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","520","21:00  <  21:30","%","42"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","530","21:30  <  22:00","%","44"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","540","22:00  <  22:30","%","44"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","550","22:30  <  23:00","%","45"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","560","23:00  <  23:30","%","45"
"MEG03C01","Renewable electricity generation percentage","202103","2021 March","570","23:30  <  00:00","%","45"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","100","00:00  <  00:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","110","00:30  <  01:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","120","01:00  <  01:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","130","01:30  <  02:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","140","02:00  <  02:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","150","02:30  <  03:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","160","03:00  <  03:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","170","03:30  <  04:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","180","04:00  <  04:30","%","31"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","190","04:30  <  05:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","200","05:00  <  05:30","%","30"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","210","05:30  <  06:00","%","29"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","220","06:00  <  06:30","%","29"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","230","06:30  <  07:00","%","27"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","240","07:00  <  07:30","%","26"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","250","07:30  <  08:00","%","25"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","260","08:00  <  08:30","%","25"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","270","08:30  <  09:00","%","25"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","280","09:00  <  09:30","%","26"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","290","09:30  <  10:00","%","27"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","300","10:00  <  10:30","%","29"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","310","10:30  <  11:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","320","11:00  <  11:30","%","30"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","330","11:30  <  12:00","%","31"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","340","12:00  <  12:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","350","12:30  <  13:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","360","13:00  <  13:30","%","35"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","370","13:30  <  14:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","380","14:00  <  14:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","390","14:30  <  15:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","400","15:00  <  15:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","410","15:30  <  16:00","%","35"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","420","16:00  <  16:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","430","16:30  <  17:00","%","31"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","440","17:00  <  17:30","%","30"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","450","17:30  <  18:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","460","18:00  <  18:30","%","29"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","470","18:30  <  19:00","%","28"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","480","19:00  <  19:30","%","27"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","490","19:30  <  20:00","%","27"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","500","20:00  <  20:30","%","28"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","510","20:30  <  21:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","520","21:00  <  21:30","%","31"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","530","21:30  <  22:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","540","22:00  <  22:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","550","22:30  <  23:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","560","23:00  <  23:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202104","2021 April","570","23:30  <  00:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","100","00:00  <  00:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","110","00:30  <  01:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","120","01:00  <  01:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","130","01:30  <  02:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","140","02:00  <  02:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","150","02:30  <  03:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","160","03:00  <  03:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","170","03:30  <  04:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","180","04:00  <  04:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","190","04:30  <  05:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","200","05:00  <  05:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","210","05:30  <  06:00","%","35"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","220","06:00  <  06:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","230","06:30  <  07:00","%","31"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","240","07:00  <  07:30","%","30"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","250","07:30  <  08:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","260","08:00  <  08:30","%","30"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","270","08:30  <  09:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","280","09:00  <  09:30","%","31"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","290","09:30  <  10:00","%","32"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","300","10:00  <  10:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","310","10:30  <  11:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","320","11:00  <  11:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","330","11:30  <  12:00","%","35"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","340","12:00  <  12:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","350","12:30  <  13:00","%","39"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","360","13:00  <  13:30","%","40"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","370","13:30  <  14:00","%","41"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","380","14:00  <  14:30","%","41"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","390","14:30  <  15:00","%","41"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","400","15:00  <  15:30","%","41"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","410","15:30  <  16:00","%","40"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","420","16:00  <  16:30","%","39"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","430","16:30  <  17:00","%","38"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","440","17:00  <  17:30","%","38"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","450","17:30  <  18:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","460","18:00  <  18:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","470","18:30  <  19:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","480","19:00  <  19:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","490","19:30  <  20:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","500","20:00  <  20:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","510","20:30  <  21:00","%","36"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","520","21:00  <  21:30","%","36"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","530","21:30  <  22:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","540","22:00  <  22:30","%","38"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","550","22:30  <  23:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","560","23:00  <  23:30","%","37"
"MEG03C01","Renewable electricity generation percentage","202105","2021 May","570","23:30  <  00:00","%","37"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","100","00:00  <  00:30","%","31"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","110","00:30  <  01:00","%","31"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","120","01:00  <  01:30","%","31"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","130","01:30  <  02:00","%","31"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","140","02:00  <  02:30","%","31"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","150","02:30  <  03:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","160","03:00  <  03:30","%","30"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","170","03:30  <  04:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","180","04:00  <  04:30","%","30"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","190","04:30  <  05:00","%","29"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","200","05:00  <  05:30","%","28"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","210","05:30  <  06:00","%","27"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","220","06:00  <  06:30","%","26"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","230","06:30  <  07:00","%","24"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","240","07:00  <  07:30","%","23"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","250","07:30  <  08:00","%","23"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","260","08:00  <  08:30","%","23"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","270","08:30  <  09:00","%","24"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","280","09:00  <  09:30","%","26"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","290","09:30  <  10:00","%","27"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","300","10:00  <  10:30","%","28"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","310","10:30  <  11:00","%","29"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","320","11:00  <  11:30","%","29"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","330","11:30  <  12:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","340","12:00  <  12:30","%","31"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","350","12:30  <  13:00","%","32"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","360","13:00  <  13:30","%","33"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","370","13:30  <  14:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","380","14:00  <  14:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","390","14:30  <  15:00","%","34"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","400","15:00  <  15:30","%","34"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","410","15:30  <  16:00","%","33"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","420","16:00  <  16:30","%","32"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","430","16:30  <  17:00","%","31"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","440","17:00  <  17:30","%","31"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","450","17:30  <  18:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","460","18:00  <  18:30","%","29"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","470","18:30  <  19:00","%","29"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","480","19:00  <  19:30","%","28"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","490","19:30  <  20:00","%","27"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","500","20:00  <  20:30","%","27"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","510","20:30  <  21:00","%","26"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","520","21:00  <  21:30","%","26"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","530","21:30  <  22:00","%","27"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","540","22:00  <  22:30","%","28"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","550","22:30  <  23:00","%","28"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","560","23:00  <  23:30","%","29"
"MEG03C01","Renewable electricity generation percentage","202106","2021 June","570","23:30  <  00:00","%","30"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","100","00:00  <  00:30","%","19"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","110","00:30  <  01:00","%","19"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","120","01:00  <  01:30","%","19"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","130","01:30  <  02:00","%","19"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","140","02:00  <  02:30","%","19"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","150","02:30  <  03:00","%","19"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","160","03:00  <  03:30","%","19"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","170","03:30  <  04:00","%","19"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","180","04:00  <  04:30","%","18"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","190","04:30  <  05:00","%","18"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","200","05:00  <  05:30","%","17"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","210","05:30  <  06:00","%","16"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","220","06:00  <  06:30","%","16"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","230","06:30  <  07:00","%","15"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","240","07:00  <  07:30","%","14"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","250","07:30  <  08:00","%","13"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","260","08:00  <  08:30","%","13"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","270","08:30  <  09:00","%","13"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","280","09:00  <  09:30","%","13"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","290","09:30  <  10:00","%","13"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","300","10:00  <  10:30","%","13"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","310","10:30  <  11:00","%","13"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","320","11:00  <  11:30","%","13"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","330","11:30  <  12:00","%","14"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","340","12:00  <  12:30","%","14"
"MEG03C01","Renewable electricity generation percentage","202107","2021 July","350","12:30  <  13:00","%","15"
